,id,field_identifier,name,field_alternate_name,field_name_arabic,field_alternate_name_arabic,field_cat_date_begin,field_cat_date_end,field_biography,field_affiliated_country,field_occupation,field_affiliated_language,field_facebook_id,field_facebook_title,field_twitter_id,field_twitter_title,field_instagram_id,field_instagram_title,field_youtube_channel_id,field_youtube_channel_id_title
57,57,000b17,Mona Marshy,,منى مارشي,منى مرشي,,,"Mona Marshy is an Arab Canadian writer, scholar and essayist.Her articles have been published in several journals, and her essays have been anthologized. . She completed her Master of Arts at Carleton University. ",Canada, Writer|Essayist|Scholar,English,,,,,https://instagram.com/mona.marshy,,,
58,58,000b18,Marsha J. Hamilton,,مارشا ج. هاميلتون,,,,"Marsha J. Hamilton is an Arab American academic and author. She is an assistant professor at Ohio State University. Her work is primarily focused on the way American media depicts people from North Africa and the Middle East. She is the co-producer of a radio program called SALAAM, which showcases Middle Eastern music and culture. ",United States,Editor|Writer,English,,,,,,,,
59,59,000b19,Ellen Mansoor Collier,,ألن منصور كولييه,,,,"Ellen Mansoor Collier is an Arab American journalist,freelance writer, novelist and editor. She has a Bachelor of Journalism degree from the University of Texas at Austin. Her work has been featured in Food for Our Grandmothers: Writing by Arab-American and Arab-Canadian Feminists.",United States,Journalist|Novelist|Editor,English,,facebook,,,,,,
60,60,000b20,Mona Fayad,,منى فياد,,,,"Mona Fayad is an Arab American scholar, poet and essayist. She earned a PhD at the University of Illinois, and has taught in several universities. Fayad was born in London, England and continues to reside there. Her work has been anthologized and she has given lectures in a variety of academic conferences. ",United States|United Kingdom,Essayist|Scholar|Poet,English,,,,,,,,
61,61,000b21,Hoda M. Zaki,,هدى م. زاكي,,,,Hoda M. Zaki is an Arab American scholar and currently works as a political science professor at Hood College in Maryland. She is an elected judge in Maryland and is the founder of two the African American Studies program and the Non-profit and Civic Engagement Studies minors at Hood College. ,United States,Writer,English,,facebook,,,,,,
62,62,000b22,Marilynn Rashid,,مارلين راشد,ماريلين راشد|ماريلين رشيد|مارلين رشيد,,,"Marilynn Rashid is an Arab American poet and scholar who is a senior lecturer at Wayne State University in Detroit. She received both her Master degrees, in Spanish Language and Literature and the other in Comparative Literature, from Wayne State University.<b>Awards</b><br>Judith Pearson Siegel Award for Poetry, 1993;Special Merit Award for Poetry from the Comstock Review, 2009",United States,Poet|Scholar,English|Spanish,,,,,,,,
63,63,000b23,Doris Safie,,دوريس صافي,,,,Doris Safie is an Arab American poet and editor of Palestinian ancestry. She is the editor of The Palestinian Uprising and poetry has been published in various literary journals and anthologies.,United States,Poet|Editor,English,,,,,,,,
64,64,000b24,Laila Halaby,,ليلى حلبي,,,,"Laila Halaby is a poet, a memoirist, a young adult writer and novelist who grew up in Arizona America and was born in Beirut, to an American mother and a Jordanian Father. She holds two Masters degrees, one in Arabic literature and the other in Counseling. Halaby has published numerous works some of which have been featured on media outlets such as Banipal Magazine, the Beacon’s press among others. 
",Lebanon|United States,Poet|Novelist|Memoirist|Young Adult Writer,English,,,https://twitter.com/lailahalaby,twitter,,instagram,,
65,65,000b25,Carol J. Haddad,,كارول ج. حداد,,,,"Carol J. Haddad is an Arab American scholar, writer, and currently works as a Emerita Professor at Eastern Michigan University. She has published several scholarly works featured in various literary journals and anthologies. ",United States,Writer|Scholar,English,,,,,,,,
66,66,000b26,Eileen Kaady,,إيلين قعدي,,,,Eileen Kaady is an Arab American poet and writer. Her articles and poems have been published in literary journals and anthologies. ,United States,Poet|Writer,English,,,,,,,,
67,67,000b27,L.A. Hyder,Happy Hyder,ل. أ. حيدر,,,,"L.A. Hyder is an Arab American poet, editor and visual artist. She has performed in San Francisco, Aman and Istanbul. Her work has been published in literary journals and anthologies",United States,Editor|Poet|Artist,English,,facebook,,,,,,
68,68,000b28,Nuar Alsadir,,نوار الصدير,نوار الصادر,,,"Nuar Alsadir is a scholar,author, poet and essayist born to Iraqi parents and she is currently working as a psychotherapist and psychoanalyst in New York. Her works have appeared in various literary magazines around the world such as Granta, The New York Times Magazine, Slate among others and is on the faculty at New York University. 
",United States|Iraq,Poet|Essayist|Scholar|Author,English,,,https://twitter.com/FrthPrsnSnglr,twitter,,instagram,,
69,69,000b29,Patricia Sarrafian Ward,,باتريشيا سرافيان وورد,باتريشيا سرافيان وارد,,,"Patricia Sarrafian Ward is a novelist born and raised in Beirut. She was born to an American Father and a Lebaneese Armenian Mother. At the age of 18, she moved with her family to the United States, where she received her Master of Arts from the University of Michigan. Her work has been featured in Food for Our Grandmothers: Writing by Arab-American and Arab-Canadian Feminists.<b>Awards</b><br>Transatlantic Review Award, 1990; Avery Hopwood Awards in Short Fiction and the Novel, University of Michigan, 1995; Radius of Arab-American Writers Award, 2002
",Armenia|Lebanon|United States,Novelist,English,,facebook,,,,,,
70,70,000b30,Nathalie Handal,,نتالي حنظل,,,,"Nathalie Handal is an French Arab American poet, editor, playwright and nonfiction writer. Handal’s work has been published in numerous literary journals, magazines and newspapers, and has been exhibited and performed widely. Her work has been translated into over 15 languages. She is a professor at Columbia University. She has been the recipient of the Palestinian Book Award, the Virginia Faulkner Award for Excellence in Writing and the Arab American Book Award, the Gold Medal of Independent Publisher Book Award and the PEN Oakland Josephine Miles Book Award, among several other accolades.",United States,Poet|Editor|Playwright|Non-Fiction Writer,English,,facebook,https://twitter.com/nathaliephandal,twitter,https://instagram.com/nathaliephandal,instagram,,
71,71,000b31,Amira El-Zein,,أميرة الزين,,,,"Amira El-Zein is a Arab American  poet, translator, editor and scholar who works as an associate professor at Georgetown University. She has translated works in English, Arabic and French languages and has published numerous books of poetry and religious theology. 
",United States,Poet|Translator|Editor|Scholae,Arabic|English|French|Italian,,,,,,,,
72,72,000b32,Hedy Habra,,هدي حبرى,هدي حبرة|هدى هبرا|هدى هبرة,,,"Hedy Habra is a short story writer, poet, artist, essayist, critic and scholar born and raised in Heliopolis Egypt with Lebanese roots. She received her Master 's degrees and Ph.D from Western Michigan University where she currently teaches. Habra has been published in several literary journals, anthologies and magazines. Her work has been translated into Arabic, Turkish and Chinese. <b>Awards</b><br> Silver Nautilus Book Award, 2020",Lebanon|United States,Poet|Critic|Essayist|Artist|Scholar|Short Story Writer|,English|Arabic,https://www.youtube.com/channel/UCwAgiLcL82M2lBvKsOiYGeQ/featured,facebook,https://twitter.com/mannouna,twitter,https://instagram.com/hedy.habra,instagram,https://www.youtube.com/channel/UCwAgiLcL82M2lBvKsOiYGeQ/featured,youtube
73,73,000b33,Deema K. Shehabi,Deema Shehabi,ديما ك. شهابي,,,,"Deema K. Shehabi is a poet and editor born in Kuwait to a mother from Gaza and a Father from Jerusalem and has palestinian heritage.  Her poems have been published in numerous literary journals and nominated for several awards. She is the co-editor of an anthology titled Al-Mutanabbi Street Starts Here.
",United States|Palestine|Kuwait,Poet|Editor,,,facebook,,,https://instagram.com/deemashehabi,,,
74,74,000b34,Carol Fadda,Carol Fadda-Conrey|Carol W.N. Fadda,كارول فدا,,,,"Carol Fadda is a writer and scholar raised in Beirut where she received her Bachelors and Mastors from the American University of Beirut. Fadda earned her PhD in contemporary American literature from Purdue University. She is the editor of the Critical Arab American Studies book series at Syracuse University Press, where she works as an associate professor of English. ",Lebanon|United States,Writer|Scholar ,English,,,,,,,,
75,75,000b35,Mona Simpson,Mona Jandali,منى سيمبسون,,,,"Mona Simpson is a short story writer and novelist born in Wisconsin and is of Syrian and Swiss German descent.  Simpson received her Bachelors of Arts from the University of California and received an Masters of Fine Arts from Bard College. Her short stories have been published in literary journals and anthologized widely<b>Awards</b><br>Whiting Award, 1986;  Chicago Tribune Heartland Prize, 2001; Literature Award from the American Academy of Arts and Letters, 2008",United States,Novelist|Short Story Writer,English,,facebook,https://twitter.com/_MonaSimpson,twitter,,instagram,,
76,76,000b36,Ibtisam Barakat,,ابتسام بركات,,,,"Ibtisam Barakat is a memoirist, translator, artist and scholar born in Beit Hana Jerusalem, raised in Ramallah Palestine and moved to the United states.She received a Masters degree in Journalism and an additional Masters in Human Development and Family Studies from the University of Missouri. Barakat's works have been published in several literary journals and anthologies.  
<b>Awards</b><br>Arab American Book Award in the Children/ Young Adult Category, 2008; International Reading Association's Best Nonfiction for Young Adults, 2008; Middle East Council Best Literature Book Award, 2007; ",Palestine|United States,Memoirist|translator|artist|scholar,English,,facebook,,,https://instagram.com/ibti1044,,,
77,77,000b37,Catherine Filloux,,كاثرين فيلو ,,,,"Catherine Filloux is a playwright who was born to a mother from Algeria and a father from France. She received her Masters of Fine arts from Tisch School of the Arts at New York University. Her award-winning plays have premiered in Europe and the United States.Filloux is the co-founder of the organization Theatre Without Borders and is a playwright instructor at Vassar College.  <b>Awards</b><br>Otto René Castillo Award for Political Theatre, 2017; Planet Activist Award, 2015; ",Algeria|United States,Playwright|,English,,facebook,https://twitter.com/CFillouxWriter,twitter,https://instagram.com/catherinefillouxwriter,instagram,,
78,78,000b38,Afifa Karam,,عفيفة كرم,,,,"Afifa Karam was a journalist, novelist and translator who grew up in Lebanon and immigrated to the United States at the age of 14. Karam translated several novels from English and French into Arabic. She was the founder of The New World: A Ladies Monthly Arabic Magazine, known today as Syrian Woman.Her novels predate Muhammad Husayn Haykal’s book Zaynab (1914), which is often considered the “first Arabic novel”.",Lebanon|United States,Translator|Novelist|Journalist,English|French|Arabic,,,,,,,,
79,79,000b39,Ella Habiba Shohat,,إيلا شوحط,إيلا حبيبة شوحط,,,"Ella Shohat is a critic, scholar, editor and writer born to a Jewish Baghadi family. She earned her PhD from New York University, where she currently teaches as a professor of Cultural Studies.Shohat has co-edited various volumes, her articles and essays have been published widely.  <b>Awards</b><br>Katherine Kovacs Singer Best Book Award, Routledge, 1994",United States,Editor|Writer|Critic|Scholar|,English,,facebook,https://twitter.com/Ella_Shohat,twitter,,instagram,,
80,80,000b40,Amal Amireh,,أمل أميرة,,,,Amal Amireh is a writer and scholar born and raised in el bireh Palestine. She received her BA from Birzeit University and earned her MA and PhD from Boston University. Currently Amireh works as an associate professor for the English department at George Mason University. Her work has been anthologized widely and her writing has appeared in several journal such as  The South Atlantic Quarterly and GLQ: The Gay and Lesbian Quarterly among others.,United States,Editor|Novelist|Non-Fiction Writer,English,,,https://twitter.com/amireh_amal,twitter,,instagram,,
